textID,selected_text
90af5c843a,hate
200f2b3566," you shouldnt have to reset more than once  if it doesn`t work right the first time, something is up"
85f882c027, yeah.. I left cause my pc can`t run the client anymore. I had thought I would have a new one by now..
5496094dac,Feeling bad for  profile pic
866582d5a3,CAPONES island in 2 days!!! my summer is just starting...
cb20977501,movie then sleep! Today was good day  [{H!--D3ff}]
ddfc2cc8b3,Planing on going on a little ride on the mtb on monday  may be in over to the tower...
0de656eac1,**** fiesta at my house in my mouth  hit me up for the password
6be59d11d8,the live version is so much better  ? http://blip.fm/~79my3
31d260e718, There`s no pause button in the game of life.
b22aff92be," that`s black market material right there, my friend!"
96cc75e508,is getting married in Vegas in November by an Elvis impersonator am so happy!!!
664d148574, tried to join the chat but the site would not let me sign in
6872aea3a9, where is home??
21d77a32fb,best
5d8cc77f93,Their songs make me want to cry..
803e9c0931,While driving u come across aggressive driving behaviour by another driver. U should... Chase the car 2 tell the driver how to drive
16ca8a5ecc,The Mediteranian Kitchen...oh well can`t get them all right.
038c049e2a, what`s wrong?
28e1999323, Wasn`**** totally awesome?  Seeing the rebooted crew was so nice!
438a7d203a,"_d thats good to know, and I bet he looks just like you."
0117a03b6d,_43 HAHHAHAH that really made me laugh out loudd! ahahahahahahahahah your fuunny!!
cad99e531f,wish
4987bf323b, im trying to fix it.. it doesnt do it  and its 'ahi dios mio' but u did good lol
ba3e84e67f, Hiya! Missed you too! What have you been up to?
b2dc59805a,out to play
797aa81fda,Really sick
0ea64bcbe6,yay  my `only on sundays` maid came!! the house will be clean again!!!
4e7fb463e0,"Thx, Robban  http://www.sk-gaming.com/match/17905"
b33c27ad85,Love
50eb2a08c3,Going to Al Ain.  Need to check out one store. Hope i find things that I`m looking for.
0ee55890a7,Geeze- I`m just wondering what is wrong with some people. I either need to go for a run or go to sleep. Tomorrow should be a fun day.
eb9c11eb52,So my parents are too busy making me feel like **** to realise that I`ve got worse and need to see a doctor again. No sleep sucks
cf16d0c659," G`night Jonathan! I tried to stay up, I really did. I can`t wait till ur in my timezone! Will be so much easier then!"
f7aa65a988,Prom is so over rated!! Irritated... Going to bed goodnight
b8a3fea60e,"Look, everyone! I`m a bad boy! I`m ranked higher than Meghan McCain!  http://tinyurl.com/oj76mz"
5389177883,_rain i wanna see her hair  hows everyone?
e59fd12277, Or FTRH -- For The Ride Home
264f1af9a0," english screwed up my overall percentage in X, in XII again and probably in adm tests too. **** happens."
d19724f22f, i want chinese food really baaad.
9d4dfb1f9e,is downloading songs  http://plurk.com/p/rp8wx
e6b380cd3d," I almost said, 'and grammer no exist either' grunt.  But I stopped myself"
993c6eadd2,"_d you`re gonna take good care of that little baby and he`s gonna be a strong boy, that`s for sure"
7993d38b85, ha! lemme know what you find (tho I suspect it will be a lot of complaints). Have a peaceful night my friend
42caab438e,seeing shane dawson videos
b5e7df1efe,  sad face.
017a0bbb36,Aaaaahhhh.... Friday!!!! but.......     Funeral at 5
12cfea907c,Already misses 
43449f0068,"_laura_LP ok thanks for the help! I hope they respond to me sooner or later, then! thanks!"
795556dc39,  out of commish for a few days in ATL with fam.  Just saw the updates to the .net website... Looks AWESOME!
38e8111514," awww that sucks  also, when i finish uni, you should totally have a mini housewarming. yes, work it around my schedule, LOL."
18ee9d146c,at famous dave`s with my mom. so hungry.
f5e9c0eef2, I would vote for you Miley but I live in Ireland  You`ll be fine  Good luck! Slï¿½n!(bye in irish ) Sorcha xxxx
434e673353,"home for the nite, sleeping on the pull out bed with Maggie. wishing it was _durden  I got to find a apt"
8b8932427d,"Oh..Summer begins..yay..  The fighting, Crying and stress has started with the kids..It`s only been 3 hrs since they got out."
c5f383c0a0,I feel so deflated. No more doggy.
103459e206, sad about young love coming to an end  They were sooo cute together!
8def10379e, Omg really??  I sowwy! I`ll do it again! :-p I was tired when I did that this morning. :-p lol!
74af7e0835,"owww, back pain  hm, walmart or no? i could get cupcakes~"
bb53ba1a89, i can`t believe that you guys are gonna stay just one day here in Rio de Janeiro again
11c5c7850b,Making my boyfriend look different.  He`s  cute no matter what. <3
455ef3e9b6, LOL thx
d761530c7f,is working until 11 tonight  http://plurk.com/p/x2kbv
ed1e06027c, well there go my peace corps prospects.
47b4e91e39,rmbr the time when we torned for the night in sentosa? I was the only one who didnt have to spit out the ' 3 unknown facts' abt myself
0b39781a5a,Good idea
8fbd0b19e6,"whatever will be, will be"
8429087609,Wango tango!!! Good night all
7900f25fbc, i`m not in the best financial situation myself at the moment. i`m beyond broke. my money is spend as soon as i earn it atm
312868ebb2, hello you!  you should totally go to the biggest shopping center in Europe and we can go shopping together   ****
5f2c04acd4,Fixing openbox theme a little
55b8e44c02,Selling my laptop for CHEAP if anyone`s interested!  17' Toshiba 1.3gig ram
106aa6d022,"If recent experience is anything to go by, I fear I might be going off Indian food. This is not good, people. Not good"
4975dbda48,wish
a3145ba47e, Hey Mitchel when will you be live again? I didn`t get a chance to call you
7e19629684,looking at the sunshine out of my office window
3495e809b3,Back is SORE... should not have done that jump last night
a1b67a24aa, We are working
a0b1828b67,'Brides a la mode' pow wow first thing this morning   This past weekend`s lovely wedding fresh in my mind... pics soon!
311985067b,"Just got my paycheck... April bonus can b deposited 2day the rest, gotta wait til Mon."
c392253b42,nope no way in to stop  just have to put up wiv it
62f3e63c1a,I recommend returning your broken duck toy with the batteis it came with or the person who your giving it to may get mad!!  trust me!
2942ed51f6," Not so much a substitute as a variation. Ate too much, too. Oof"
03798acf38,"such beautiful weather.. .why are u sick, baby ?  @ tanapolis"
fd1ebb37c3, Oui mademoiselle. You can barely turn around these days without bumping into one.
478a005e7c,Flickr pics Chester Zoo: danwtmoon posted a photo:   'WELCOME' to Chester Zoo by Jockey  http://tinyurl.com/cq7qw8
9608ece440,Woke up and watched Jon and Kate plus eight. I tried to pretend like they were still a normail family
e6b24b7014, your`e a freak
105b761a2c, i dont even know now lenaaa  when you going clothes show?
cca7cce9c8,_jane yay! buti nagustuhan nyo. isang bar lang enclosed ko sa mail.  to test if matutunaw or hindi. next time uli.
d0b2e14355,Memories
f27f60c847, Yep. Nothing to worry about.
5380d2b0e5,back to work tomorrow  whose idea was it to go back on a saturday?!? Oh wait... that would be mine. FAIL.
38148a3e98," Going to start very small, like $0.10 or $0.50  Then slowly to higher stakes"
b29ea1892f, Make a videoblog!
7dd51bdec1,reading Evermore by Lynn Viehl.
409767144d,Wow what a storm we just had!!! Now no power
c627db4613,getting my phone back this week  yeeeewww
9fc2217d38,back from school  daily show was amazing  gonna watch it again later i think xD
d14b33ede0,_breez Yer please do! Have a good day!
e7ed611f06,#musicmonday Epic song. (Y)  ? 'Lights and Sounds' by Yellowcard ~ http://tinyurl.com/db7ppm
a61d4c6048, hot cuppa coffee made with milk & fortified with Monin`s Irish Coffee syrup! Bliss!
74b427ffa8,right im out of here peeps.. i hope  fixes twitter mobile so i can tweet from the race.. m.twitter has been down for 4 days  #fail
c7568067cd,"My anticipated meet up with Tapan Parikh is no more  apparently he wont pass by Nairobi, and will head straight from Mombasa"
8a6cdf6832,watching Army Wives and it always makes me cry
f4d1a681af,productive day 1
f81d71d2c2,Rest In Peace  ADaM 12 & GLeNN EPPS.... Gone but never forgotten... what a week ...Loud in da air 4 ya
029a603b00,love
e6826a5aa5,Marking going ok so far A`s and B`s so far - relieved it looks like I have future programmers in class
1e41208494," alas no, it`s just a normal night  monday is quiz night"
23f4fd4385,Did anyone go photographing today? I managed to get a few macro shots of some flowers that were blooming
aa17c6f797,_buckley Good morning from sunny London...sounds like an oxymoron but happens to be true of today  Hurrah!
136b1926c9, Cool. That`d be fantastic!
6f381bb00f,live on stickam.com/itstyleryo COME CHAT!
c0d5be8bd4,   But  is right: This is like the Cape Breton coal mines but ++. No lessons learned.
e09b90939a," Yes, but I`m quite rusty.  I`m hoping to get back to it and 'tune up' my skills.  Tim plays guitar.  We threaten duets."
ec835dc0b0,Hey everybody!  hah this day is cool! just got back from walk with the dog...  OMGosh! Send me the link again please!
eaf90c4253, srry im not so interesting right now... stayed up til 6am cause my tummy hurt and now im pooped and have to work
41a96b7954, me because I might not have enough money for college!!!
e5a26fb323,lol! woow okay its not that big of a deal
4e5d66beb2,love
4c5a7e6ffc, I mean someone hit a dog with a car. It was just laying there
53714350ac, Does it start tomorrow?  I was going to book Sam on that and forgot
b4401d6b4d," salt and vinegar, cheese and onion make your breathe smell lol  ****"
05ff657624, You`re welcome. There!  I added you already!
dd72ee1430,"_rose Mornin` !  Missed dance time, so I guess I will have to dance extra hard tomorrow..."
094e0509ad," Sorry to hear about your dude probs, what is it that`s too much?"
0182dd7de1,Discovered that Numpy arrays can hold values of any type.  Useful for manipulating arrays of numbers with uncertainties.
5b70f8bc73,"maybe i should take up drinking again, feel as if i have a ,massive hangover  still not ,yself today"
8c280d0f80,just downloaded the tweet deck....look at my and my saviness
98c02118e6,TODAY FRIDAY: I really hope you will read my messages here and reply to me soon. I could not reach you by phone before you go to work.
f4f24160c3, whatever i know you like it.  HAHAHHAH!
80420cfe74,oh no! my fun weekend with friends is gone! my mother has made a family weekend of it!  ****
5f1811bb3d,Good morning
c7d3ab998a,Writing reports....
7abd932d50,thanks
ed298c6e5d," oh, that is very nice!! I will do something nice next week ~ going to Madrid next weekend for few days"
3257bafde1,keeping it chilled.
2c150a0703,beautiful
2252c58ab0, Fabulous. And I didn`t get that pic  Gmail be acting the fool sometimes. Can u DM me it?
7d933d9d21," yeah, it`s terrible  cockatoos are the hardest to live with, so emotional. good thing he found you, though!!"
f6400f56e9,_ that sucks!
4477b985e5, yes it does
66019ddc8f,_datti Thanks sankar for ur wishes
a7cf141043,love
4b2b16581a," sorry bout the cat,"
e1a3e4575d, You`re the only person to have joined in  #penilewords
719934e5e0,Up and washed  I`m clothing myself as I type xD WOOOO
dcba201932,miss
a55208f877,love
c13f8a6154,Happy
e0eeef2f3f, Playing with lighters fire matches and grass
003816f151,_art That would be the one.  It`s awesome sauce.
69c36e5f81,"Bucky, my ferret officially has insulinoma  Now on daily prednisone. Had interview with p-doc today, have to go back monday for testing."
898c63c69f," I`ve never been to Prague, but if i had the money, it`ll be in the 10 first cities I visit"
b01100d6c6,coffee time
131da67079," He was creepy for me at first, but I did really grow to like him. I cried like a baby when he and Tosh died."
2a83e56667,"_ really!? that son of a ****, screw him, ill talk to on msn later k  xox"
83b44dda65," We didn`t...but we did have to wait a good twenty minutes for one.  Good night, though!"
b3fa6e5c24, I always hope they will die out but then i see the the old ones and it makes me sad
03e41eeb4f," thanks Alen, it seems that we can only submit community news, is this an error, or must we prove ourselves"
83fc759a0b, don`t follow me. You will ruin my twitter experience
ff9722bca7,Blah to car repairs... almost 600 dollars...   Shopping around for a better deal.
ebf6233a5b,Weetabix and Choco milk  Yum!
9e4228219d, me too!
25ce9a8b1b,lost
ed6a316e8a,_me Thanks! Kinda bittersweet though
4244aec072,_Nutbar Good morning  how are you? #TwitterTakeover
90751fc00f,First time to Twitter..
c653189d96,Captain Jack is back
9b2b40dda6,"_la ben`s dreams make me so saddddddd  i want them to be togetherrr. i swear if this **** gets me bawlinggg, so help me.."
e4838b68a2,"Internet, you were so fast! And now you are so slow! Where did the fast connection go?"
0ce20ef06e, 6 am.  you?
fb030409ab,30 year old Barbie dolls still can rock it...that girl was H-O-T!  and Ken ain`t so bad either!  now those are memories!
ae1b11d7ec,this weather makes my fingers numb / still waiting
8739e2666f,love
e9a77e014a,DONE--IT`S SUMMER!!!
7920a12924, I was just at Geno`s 3hrs ago.  Would have went to Pats but the Neon Lights got me lol.  Had drinks at South Philly Bar too
8c091fb754,http://yfrog.com/0xoxij Fry bread is good but they only gave me a little pinch of lettuce  ha ha
d3e52b51b7,Thanks
4addb8e422,"got up at 8 today, and also misses his friend "
f18b102ad6,catching up on my reading... twitter n BF break
7720aca199," No, that`s not right - I remember now.  You were in a fearless tweet - we were both seen as fearless."
6115285ce8,  my thoughts dwell on a certain person
a7af432585,Transition time is over; tonight I work night shift. I woke up at 1330.
28db608c0d,Gonna go to work with my honey today!!!! So exciting!!!
7e45ea194d,lost
4760319f17, this my new more private acc. Will only use it for close twitter friends
f3de150883,hate
7e82aab535," actually, the web works fine. tweetdeck seems to be the culprit  sadness! it`s done this at two diff. locations"
bcc50747b1,_x How did your Geo ISU go? I swear I just had the worse day ever..
357483f649,"And you could have it all, my empire of dirt! I`m in a&e with dad I`m freezing fully shivering Every1 else is warm  no fones allowed ffs!"
261a5bbd14, tell me what you think of Pride Prejudice and Zombies . . . if you`re not all hyped up on sugar
b03e2a23e5,"_tdh Can you install ruby, gems and rails on keep? Please?"
ad37dcf4ff,Out for ultimate training. looking forward to the sunset!
5cd1ac2c57,going to work once again. what a great few days off i had. now it`s over  but atleast i get 2 more commin up wahooooooo
7f0a146e26, Good to see you back. Sorry that happened to you
3626f85ac4,My 1st Mothers Day Tomorrow
cbd04fb4eb,"'you said 'darling what happened? did I fall asleep, and you carry me home? Cuz I know I wasn`t here'' Goodnight twitterererers"
b8f7efe383," I just about clear my whole office and no sign of it  next place is truck, I have yet to fully clean under back seat lol!"
d2ca4e1d3c, It`s not gonna storm!  because I said so!
8eedc5a2ed, I broke my ipod
3b5aecf8d6,_banks 'Something must be wrong. Only found 17 July Harl/Sil books I wanted
a154540c08, Haha and you should! State pride is important
48801ef73a," Ugh, did you just say your friend might have swine flu? OMG, why?"
91412dffcb," haha no problem, it`s fun isn`****"
68a9b81741,"Finally got to wash my hair! I feel much better now, but I gotta dry it ... Effffffort."
458f7b2493,finally feel back into swing of things here at work after getting married last week! sigh of relief for no more wedding planning!
cf05148ed6, that sucks  booo.
c963a42282,Hates untalented **** being mean to my talented friends
3d17d4b72c,looks like we`re rained out for weekend climbing
eb79aabf05,Is Google Maps not working for anyone else?
21d05898d3, oh ****!!
e76b1c30bb, i dont really trust the judgements and vouches of _xo   jk. i`ll think about becoming a friend of yours
2c5f261ff3, Jesus heals
d3935b8571, It`s surprising how much Billy Idol turns up in tweets. I monitor constantly - not that I`m obsessed or anything!  #BillyIdol
2a35e976ea, werd. that`s very true
3d128b58d0,Happy
67348350a4,Without wings again
93b5d1bbea, did you tweet me? i thought i remembered seeing one but i cant see it now! SO glad teatree is ok!
ed6bd3958e,Night twitterland x I have to be up in five hours  sigh
45e3f93e9b,Happy
51051cb758,"lunch break`s over, going back to work...."
b84ea78203,Glad
441dcaef31, Hayley Williams is pretty much amazzing
b4e721aa1e, the app said i need 12.1.5 or later
a92e8ab2a1, --Nothing
31d77e5ff5,is in PHP website upgrade hell on a Bank Holiday. How`s that for planning!
e887fbdfd5,missing
78094a1191,miss
a447f480ec,Im sending this to my mother!  http://bit.ly/1aa1RF
e2fdad0321," OI, are you mocking the fact I dont cry at tv things?!  *Feels bad*xxx"
67cafda653, i am public and can`t get anyone to follow me
356bdefc64," Until  brings back our EVERYONE button, access PT @ http://twitter.com/public_timeline or link in bottom of Settings."
d6ce1fc670, Boring? Who you been talking to? Lol not me  ( no ****)
d613b00386,"  I know, right? I guess the oldest doesn`t hold rank on field trips anymore."
507a584ae5,"just signed up..so, hello twitter world, here I am"
2418966865, I won`t be getting any ROTF toys `till MUCH later.  Tell me if anybody isn`t/is worth getting.
6247a1db0b, heading over to xbox  will go shopping 2morrow
e48cf1bff4, I saw that you were calling but cannot answer as I`m in the second hour of a phone convo with my mom and she won`t stop talking
6e693017f6,is excited!  http://plurk.com/p/stk04
2c60e1c7a2, hmmm really??? that`s weird idk about that one  sowwy
b770afa9e6, oh that looks boring  and even more boring you have an exam on a saturday
fe7c9215ae,Practice was a beast today. Not going to see Julian tonight
472c3e2c41,"Getting somewhere with my first 'real' KiokuDB and catalyst app, yay"
0d7697aa10,Thanks
fe09df7e91, i think my niece got me sickee  lame.
33eb5a33be,Rise and shine  Time to get prettifide.
bab53b4152," I tried sooooo hard to work from home today, but failed  Not my fault though."
f877442216, Gosh I`ve a stinky old headache. Maybe I should have lunchfast
311740836a,Glenna is bored but glad that it is a beautiful day. Macy went swimming and Kris played golf while I sat at home waiting for them
80aff8d880,bout 2 have 1 more drink then imma head in da house
fe89e929f4,"i get so sucked in to true life, and that steve-o documentary was intense, i love that ****, it`s nice to see people get their lives back"
0f4be91a14,love
5225c062f9, We knew what what you meant!
bd499c0bf7,Succesfully following Tayla!!
483bb46b97,my new phrase is `you never doubt mo williams`   six game win streak!
dacb6d78af, Have fun tomorrow night. I think it will be more fun at a bar than art gallery. Wish I could be there
98b6544758, 4th... Please not! Maybe she`ll get 3 attempts and win tomorrow!!
275fa7a3f8,trying to learn to tweet!!  it`s all good I hope..
346ce6428b,"Bleargh. I can never clean as much of my house as I want to before work, no matter how early I wake up. Today: sink, laundry."
086bee572e,"Great, social network sites are still growing"
22df86426d, If I got paid by the hour I could retire by now  do you have xBox live? I am thinking Rock Band
63dcc7d29f,"I should learn not to walk all day, and then sprint through sprinklers without stretching."
f7ac9e16e5,Greatest
59159f2163, I`m still trying to see Star Trek! I`ll just have to Woman up and go alone. BF is pretty much worthless anyway  lol
c7fc03de4d,"  Laws change in the 70s or 80s.   I could really push it bcause gran from Bathgate, but she was US citizen b4 dad born."
002bb8f1b3,some of my new followers are pretty cool tweeps; check `em out.
d112d2e5bf,"no work today! went shopping, and now relaxing  &learning for the toefl"
c762607c42,Is off to watch arsenal v chelsea today
09b5db7af0,He`s getting ear tubes in about an hour so no food
aa51082711,miss
d4b544abff,left the bases loaded...
ea1e41d586, Cowboy westerns...haven`t seen those in a while. good luck
ba28fe48b2, It`s already over? ****!
39e9f0e449, I was trying to back all her documents up but it wasn`t playing along. its taking forever but am back at it again now
209de29f24,Doing some test shooting later this afternoon.  Did I mention being in Holland for an indie wine festival this week? My tongue is red.
52aad0e22e,My dad knows i got drunk today. And i didnt get in trouble.
21ab400cb3," so i`ll excuse your love for the Cavs and the west, even though I don`t share it!"
e93220b868," Lol - I could try!  Seriously tho, dont do all of it! That sucks! ****"
57ea442d4d, **** i wanna see the rest!! i only saw like 30 minutes
88a120f336,Happy
52fc580b72,"burning cd`s,,,,,,,,, **** outa blank disc`s"
3dc1ed5f06," new album is truly genius, so happy with it"
fe2f3f3359, you`re alive!!!!!!  Go w/ The Notebook...it`ll make you cry and stuff
e170fafd8c, Okaii Cool!  I Can`t Wait For The Series To Begin It`s Guna Be Awesome  x
b38df0845d,crying to A Walk To Remember as usual
cf1739382c,i only hav 8 followers                 !
63e434fbf0,happy
43d10bd312,"I also have a certain CD from camp that a certain somebody gave me...  Yeah, there`s this guy in the video that`s really frickin hot!"
6230b5c435,IT`S MOTHER`S DAY
c6bc7536ef,Yay for birthdays  sadly my voice is almost gone :/ but it was a pretty good night!
c8caef9df3,"we finally hit 1,000 friends! thanks!"
213eae85e9, I`m part of a religion called People-With-Good-Taste-In-Music. We don`t celebrate Jonas Brothers Day.
dce070190c,bored
8db4aaef4a,watching the notebook
cf95521362, Yes because those taxes disguise the booking fees and commissions that online travel portals charge. Try iXiGO.com next time
c1dc0dd0f6,"twitters gettin a lil bit confusin... twitterific?twitdroid?twitterberry? i understant the txt bit tho lol  ah well, twitters cool anyways"
951e093497,Finally sleep time
5a34a7e52c,best
59f6677324,The Heater blew up
9b0db4e33e, i tried. and failed
c9e8281f8c,"  just finished mine, some parts were remarkably difficult  cramming kanji now!"
cac1ba6f5a,why is everyones tweets about britains got talent?! i feel left out
da8a88b872,love
196e5dec12,They wouldn`t reverse any of my overdraft fees.
811dc7e401,_N9ne I`m not having a good day
a777619b23,miss
8cdaa4f6d8,"I woke up an came to the realization that I can put it off as much as I want, but I need 2 drop some friends. Dammit!"
6aa5004916,hate
ff7949688c,awesome
309706ed4f,"Home, good night world"
29091877e1," http://twitpic.com/4vtlm - awww, she is really cute"
afa094db6a,got alot of runnin around to do today to get this job app completed so they can have it on file... so glad i got this job!!
b694518332,lappy charger is completely dead... conserving what`s left of the battery until i can afford to buy a new one
2d76387d6e," well, i must say she is very lucky to have you! i guess that means no chillin and concert with me huh"
0b3588bf63,Happy
0d401237c2,miss
3922543d77,doing my folio work but keep on getting distracted by deb pics
e3082089c9,sad that borders did not have guerrilla gardening book but otherwise a most lovely relaxing day
564c21df63,lost
2c8062a094,Had to take my bad **** dog to the pet hotel....so sad
515793e794,about to hit the sheets.
c435fb9416,"I wish i had my iPod , i need some jonas . I miss their sexy voices  JB forever !"
c5279762d3,watching Gilmore Girls reruns!! Don`t know what else to do for the day
97eeb0161d,"Wow, its hot and miserable. People are probably killing themselves right about now..."
f0f6fda1f6,Thanks
e8ce4f8bdc," ohh snapp, have fun"
c881dc16e9,Sitting waiting for an exam to start
89d0aed1ff, I don`t think I`ve ever tried peanut butter on toast
2ef49da640," i would but he`s premiering avatar footage and can`t do it then. also, we better hang out."
7db53ed89f,Home from Chelsea`s  Jam sessions = <3 = Chelsea + Abby = I luh you.
a2819eaa7a,love
37b50ef2a5,"  very sweet!!! HAHA. I am like super proud to be a new mom!!! I feel like, i got the PERFECT daughter. And i am a GREAT mom!!!"
4cc7d9995d,bored
c0abd616ab, I`m sure she`ll be fine. They`re not as daft as they look (sometime)
32058d2bb5,HA! I`d give Kristen plenty of free hugs! *sigh* if only I could
0144252776," And, yes. I <3 mac, if only it weren`t so expensive"
0c8dd8b628,hate
c80d7e9b26,  link isn`t working
102384b03c,I just need to go to the bank
f97b498af4,good
908abc1bd1,_jonas101 WOW they`re totally amazing and they`re more than awesome
0187f448b1,stupid
e833f3a85d,http://twitpic.com/67i90 - My plans have been ruined
f980f61df3,"nothing better than to have your Grandaughter smile and nothing feels better than that big hug!! Grandkids, what a hoot!"
07b57f906c,`Wake Up Darling`
18ee7c255c, oh I know. and I aprreciate it  it can be my back up plan
f7dc083f08," Yes, I would love some more cowbell!"
6d43a06459, Umm don`t ya mean ship
44da06d16c,i really wanna go to australia and england.
938f7e936c,"I just slept that entire flight, and woke up to the fact that the girl beside me had been watching Chitty Chitty Bang Bang!"
ffd54ac7f7,just had a gym sesh.
e1c4ad96a0,Trying to get to sleep but mum is blaring Les Mis really loudly in the sitting room
68e6a47c75,"Don`t think I`m gonna be able to go to see the JB 3D Concert...wrong time, no where very close by"
05f4f3ddc3,"I`m a sad panda, hulu doesn`t have the elephant show   no Skinnamarinkydinkydink sing alongs for me."
026d3b6611, what`s up? what happened? DM me if you need to. TXT on my phone is defunk`d
aa7362d09b,is 500 words into a 10 minute speech on 80s teen movies. due wednesday. blah blah. can`t wait for the glenn ball!
c10d6fac3d,hate
d554ee2fe0,"just got up, couldn`t sleep anymore i guess and im not really gonna go back to bed, im not really sleepy"
8534e70d73,Going to work
a9bc0bc35d, i agree with the whole Hollie thing
4b2b6a59d4,_ Truetrue  But he`s not! xD
80a1ed08bf,Sad
cebe0fc8d3,I`ve come to the conclusion that lemongrass chicken tastes like lysol -  so much for lunch!
a1833e30a5,One of the most random phone calls ever. My god kill me now.
f820ad932c,& more #<3criminy cuteness! http://tinyurl.com/cd8yab #sinfest
9e25d010e9,"the neighborhood gas station is gone, kaput, out of business. No more convenient trips for ice or whatevs. over 3 miles now to travel.."
a3b686ba61,tomorrow`s mother`s day  me n my sis gonna make an onigiri for our mom~!! its gonna be so kewl!! cant wait for tomorrow >_<
5d9b0f4b31,it makes me sad when people phones are sick
7e69bec42c,taking care of sick children
422cd4f89f, welcome to my life
d78be7b22e,excited
95db70d9c2, yup! way to **** early and I`m already at work
f2f05cbdae, oh sweet! I`ll definitely check it out when I get the chance...
ab43c568d8, Youuuu`re an aaass  my aaass loooool
9b04365a55,"I want to ride my bicycle today, but it`s too cold and cloudy today"
2f136d0402, important person?  who?
dc4fa42628," That`s not what  said  I like you, too, though.  is going steady with , though....."
1cd62f2da1," Thank you! One day at a time, right?"
170f84ffcf,missed
c8e099fef6,via : Found #geocache Head`s Up! http://coord.info/gc1ret6. Probably my only find of the day.  http://bit.ly/JS3S4
1e1cb8d9a4,let me dream about my spock now goodnight
9d968ef838,thanks
ca10e6b390,Danny cut his beautiful curls
d59c09da6c,God is so good!!
16b8e23839,forcing myself to watch the movie 1984 for my book report  im lazy to read
e9dd5ad752,thanks
a1ac7a0543, don`t think i can take a needle. watched a horribly gory short film on drugs a few months ago. i`m scarred for life.
56395aff30,Just finished watching the last of Star Wars
356c8f7848,Thanks    ? http://blip.fm/~5z6n8
8d85d53e36,can`t be arsed to get out of bed  hello sunshine
320a6e56fc,Every pair of jeans I own nowadays is very tight.  I think mah butt gettin big (oh!)
88c2d7f95e,I bought two tops and a scarf yesterday...sister has successfully hijacked them this morning to wear to breakfast (after removing tags)
0740ae9f9b," btw, do you realize your profile pic makes you look much older than you say you are?"
4d7def819d," Aw, sorry E. :/ I hope it looks up for you (lame ear) And there`s always next year! ****. Lamer ear :/ Fail. Uhh..Love ya E!"
50c0004af6, tiny.cc doesn`t seem to load for me  I was thinking on going to the batting cages but apparently you gotta book in adv
bcbc9b5e75, Cheese and Onion! Vinegar taste weird on crisps! England`s got loads of weird crisps flavorus  lol.. What do you like ? x
93236f076c, Thank yooou! I might have to get it seen to... hm...  ****
be4b907022,Ohh grandpas.. Stable.. Won`t kno all details til tomorrow when I visit... Keep him me and my fam in ur prayers..thank you  ... Goodnite
760723a562,Sore throat. This is not good. I have four performances this weekend.
f66a3af202, it because your handwriting isnt on any of them. and everyone is making fun of me because im sitting by myseld in the lrc
6e60ed6d59,disappointed
9c01aa6afd,This is for all of you ppl! The 1 year Anniversary Video. http://is.gd/ysbs more to come after the break
412790a2ed," can I come!?   I`m Merci btw., I have always been so inspired by you since I was a teenager."
266d2b648f, how crappy for him
4683236241,its freezing cold! i cant function right in this type of weather. starving to the max
3b45abf7b5,Anyone ever had that heavy feeling of sadness in their hearts? Thats my case rite now.
9f8cd8c991, haha! sorry to hear that
c3a4f9710d,_k_2k - Y!360 closing? get out!
1914dd82b2," He`s too old school for burnouts. Just a lap around the track, like they used to.  #NASCAR"
51a31aa9a1,Hannah slept here last night  just gave her her 5:00 AM bottle and she went right back to sleep but I`m up! lol
7b9f3f4f39," aww if I could, I would...  GBY ;)"
88c7658eb5,I ate too many kisses.
474b02cd39,Thanks
a5cee2035b,"Everyone At My Place Tomorrow  Bonfire, Tofu Dogs, And Austin Powers."
c7e1468a65, ... like you`re stuff!  Strange voicemails! http://bit.ly/yKxms
5a877ae4b8,Happy
b8a77cd14c, oks  yes infact we had chatted earlier on n00b.in as well
b2bada7873, And you as well bro
aab1caabf0, im sorry  i wish that i was there instead (it would give you a good excuse to get away from him) hehe...i love you <3
7240ccb4b2,"True to form, Bank Holiday Monday looks like it might be rainy. Hope it holds off til later, family&friends plan walk and picnic today"
c26aabf505, how do you call that number from the UK ??  I really want to call u but I don`t know how to  xxxxxx
4f05a05989,love
f4c7e939ef,miss
1f2a8f57c9," Ah, I thought management fiat was your own fiat  Oh well... And... Shripriya (or Shri if one must shorten it)."
9048ec6e22,Loves
c8a8b0e791,is tired. And turning off the Internet. You can play on it in the morning.
3cb4d10927,Watching WALL-E.....it`s so cute but sad
112591001f,happy
0b91f39c27,miss
bc28048a07,Heyy.thnxx.or.inviting.me.to.ur.party.rob.ill.be.down.there.on.june.24th.ill.miss.u.when.u.go.to.italy....   <333333333 txt.me.hon!!!
9f32a3213d,tired
8d548b1783,"There mite be a article in the trib bout portia, keep an eye out for it."
fc7842b0b4, I`ve given up on pizza - kids would never let me have my fav  (the hot ones)
3285374ab0,im hangin out with my cousin holly and tlkin 2 my grandparents.......  my phone went dead
d2141d6d47, Thats great
c032793654,Princess Sakura is MINE  therefor i want to use it on TJ! grr
8bb73c2ccd,i wish i could teach my dog how to play xbox!  alas...no thumbs
0996990dca,Cleaning out my room and found this... http://yfrog.com/0t2b6j   she took me to 2w2v and insisted on paying for my ticket.
c635a113c8, thanks! I`m totally bushed today though time for some coding
88a4261005,still making icons
